Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;Contrôle description;Type de controle;Methode de contrôle;Probabilité;Gravité;Financier;Ressources Humaines;Images;Juridique;Commercial;Criticité;Maturité CI
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Assurer le support à la maîtrise des risques;Risque de non maîtrise des risques;Manque de performance de l’outil de gestion des risques;;;;;;;;"Mise en place d'un SI de Gestion des Risques : CORIS
Remontée systématique des dysfonctionnements constatés à S2M";Préventif;Manuelle;2;2;2;2;2;2;2;4;2
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Assurer le support à la maîtrise des risques;Risque de non maîtrise des risques;inefficacité des dispositifs de traitement  risques;Mettre systématiquement à jour les cartographie des risques en fonction des résultats des audits internes (exploitation rapports Audit Interne);Almamy Lamine DEMBA ;almamy.l.demba@orange-sonatel.com;;31/12/2018;;Non échu;Evaluation de l’efficacité des dispositifs de CI par des missions d' ARQ/AI et de Contrôles Généraux;Détectif;Manuelle;2;2;2;2;2;2;2;4;2
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Assurer le support à la maîtrise des risques;Risque de non maîtrise des risques;inefficacité des dispositifs de traitement  risques;;;;;;;;Identification de dispositifs préventifs et détectifs de divers types ( Financement, physiques , organisationnels et juridiques)  identification de PA risques au besoin;Préventif;Manuelle;2;2;2;2;2;2;2;4;2
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Assurer le support à la maîtrise des risques;Risque de non maîtrise des risques;Compétence des risks managers;Formation des risk managers et des contrôleurs internes sur les nouvelles technologies et sur les risques liés à la digitalisation ;Rokhaya TOUNKARA ;rokhaya.tounkara@orange-sonatel.com;;31/12/2018;;Non échu; - Formation des risks managers au besoin par des consultants externes - Vision transverse de l’activité - Couverture de tout le groupe Sonatel;Préventif;Manuelle;2;2;2;2;2;2;2;4;2
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Assurer le support à la maîtrise des risques;Risque de non maîtrise des risques;Absence de dispositif de pilotage adéquat;Sensibiliser les métiers et les chefs de projets à l'utilisation de CORIS;Almamy Lamine DEMBA ;almamy.l.demba@orange-sonatel.com;;30/04/2018;;Non échu; - Approche botom - up  - Diffusion d'un livrable suite à l'autoévaluation des risques - Restitution sur la criticité des risques lors de la revue de direction - Mutualisation du réseau de correspondants QSE par la mise en place de correspondants ARQ - Mise en place du tableau de bord risques (trimestriel) présenté au Comité risques semestriel - Mise en place de l'outil CORIS de gestion des risques;Préventif;Manuelle;2;2;2;2;2;2;2;4;2
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Assurer le support à la maîtrise des risques;Risque de non intégrité et de non fiabilité des données;Absence de SI pour la gestion des risques;;;;;;;;"
Existence d'un SI de gestion des risques : CORIS";Préventif;Manuelle;1;2;2;2;2;2;2;2;3
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Piloter et animer le Contrôle Interne;Risque de non fiabilité de l'information financière;Environnement de contrôle non-conforme avec les obligations LSF;;;;;;;;Mission du commissaires aux comptes sur le périmètre SOXRevue de la documentation par FT/DCIMission d'audit interne de FT/DACR sur le périmètre SOX;Détectif;Manuelle;1;3;2;;4;4;;3;3
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Piloter et animer le Contrôle Interne;Risque de non fiabilité de l'information financière;Environnement de contrôle non-conforme avec les obligations LSF;;;;;;;;Déroulement de questionnaires d'évaluation de l'environnement de contrôle pour vérifier l'existence et l'application des bonne pratiques en terme de contrôle interne et mise en place des plans d'actions nécessaires.;Détectif;Manuelle;1;3;2;;4;4;;3;3
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Piloter et animer le Contrôle Interne;Risque de non fiabilité de l'information financière;Environnement de contrôle non-conforme avec les obligations LSF;;;;;;;;Application de la démarche d' audit : Questionnaires et guides de FT. Audit par la DACR (questionnaires revues par chef de chantier FT). Travaux revus par responsables chantiers FT;Détectif;Manuelle;1;3;2;;4;4;;3;3
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Piloter et animer le Contrôle Interne;Risque de non maîtrise des risques;Non exhaustivité de la documentation;;;;;;;;Revue des procédures par RCI/PACI pour s'assurer de la documentation des points de contrôle;Préventif;Manuelle;1;2;2;2;2;2;2;2;3
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Piloter et animer le Contrôle Interne;Risque de non maîtrise des risques;Non prise en charge (ou prise en charge insuffisante) des aspects contrôle interne dans la gestion des entités opérationnelles (confusion contrôle interne/audit interne, assimilation à la direction de l'audit…);;;;;;;;"Prise en charge des activités de contrôle dans les procédures. Documentation des dispositifs de contrôle interneMise en place de kits de contrôles et déploiement des contrôles opérationnels des activités au niveau des entitésSuivi de la mise en oeuvre des kits de contrôles
Séances de sensibilisation au contrôle interne pour les métiers sensibles";Préventif;Manuelle;1;2;2;2;2;2;2;2;3
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Piloter et animer la Compliance;Risque de non conformité des délégations de signature;Inadéquation dans la rédaction des actes de délégation ou subdélégation;;;;;;;;Existence de modèles d'actes de délégation et de subdélégation, validés par DRJLa mise à jour des actes est prise en charge par ARQ/RCIExistence d'une procédure de gestion des délégationsLes modifications d'actes sont soumis à DRJ/GP pour avis;Préventif;Manuelle;1;1;1;;1;;;1;3
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Piloter et animer la Compliance;Risque de non respect des dispositions juridiques et règlementaires;Non prise en charge (ou prise en charge insuffisante) des exigences légales et règlementaires;;;;;;;;Mise en place d'un programme de pilotage et d'animation de la Compliance;Préventif;Manuelle;2;3;3;;;3;;6;2
Manager les Risques, l'Audit et les Enquêtes;Manager les Risques, l'Audit et les Enquêtes;Manager les risques;SNT ARQ \ RCI;Piloter et animer la Compliance;Risque de corruption;Sensibilisation insuffisante des métiers exposés;;;;;;;;Programme de sensibilisation en ligne et en présentiel des métiers;Préventif;Manuelle;2;2;2;;2;2;;4;2
