Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;Contrôle description;Type de controle;Methode de contrôle;Probabilité;Gravité;Financier;Ressources Humaines;Images;Juridique;Commercial;Criticité;Maturité CI
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Piloter la commande du Client jusqu'à la livraison (Livrer les produits et services aux clients);Risque de non respect des engagements commerciaux;Déficit dans le coaching de l'équipe;;;;;;;;"visites fréquentes à (Dakar: bimensuelles; régions: une fois/an au moins) pour contrôle physique des activités des PCL";Préventif;Manuelle;4;2;1;;2;;4;8;1
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Piloter la commande du Client jusqu'à la livraison (Livrer les produits et services aux clients);Risque de non fiabilité de la facturation;Erreur sur la facturation;Echantillonage à définir en fonction de la taille du fichier à contrôler;MBAR DIOP;mbar.diop@orange-sonatel.com;;31/12/2016;;Soldé;;;;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Piloter la commande du Client jusqu'à la livraison (Livrer les produits et services aux clients);Risque de non fiabilité de la facturation;Erreur sur la facturation;;;;;;;;Contrôle niveau 2 effectif au niveau du Pilote/PCL sur les offres sensibles (postpayé et canal). Mise en place de positions dédiées dans l'organisation du service;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Piloter la commande du Client jusqu'à la livraison (Livrer les produits et services aux clients);Risque de fraude;Manque de maîtrise de la procédure d'identification des clients;Mise en place d'une check-list de verrouillage des dossiers client à intégrer dans chaque dossier client en fonction de chaque offre par les PCL agence;GERMAINE TURPIN MBAYE;germaine@orange-sonatel.com;13/11/2017;05/10/2018;Attente validation de la check-list par OSB;Non échu;;;;3;2;1;;2;2;2;6;1
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Piloter la commande du Client jusqu'à la livraison (Livrer les produits et services aux clients);Risque de fraude;Manque de maîtrise de la procédure d'identification des clients;;;;;;;;Séance de rappel, d'animation des process, modes op et procédures;Préventif;Manuelle;3;2;1;;2;2;2;6;1
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Piloter la commande du Client jusqu'à la livraison (Livrer les produits et services aux clients);Risque de mauvais traitement des réclamations Clients/Fournisseurs;Relances clients non traitées dans les délais;;;;;;;;Priorisation des remontées PCL au niveau des CI;Préventif;Manuelle;2;3;1;;3;3;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Mauvaise Qualification de la signalisation;;;;;;;;-Formation des conseillers- Mise à disposition des CC d'une base de connaissances pour aider à la qualification des signalisations- Evaluation des contacts à traves les ecoutes qualité , les rapport mensuels permettent de suivre l'evolution;Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Absence de formation des conseillers;;;;;;;;Planning de formation des agents BO avec une partie pratique et une partie théorique;Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Absence d'outils de diagnostics adéquats;;;;;;;;- Utilisation de l'outil Maestro pour le test des lignes;Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Volatilité du personnel intérimaire au niveau back office ;;;;;;;;"Suivi de la durée de validité des contrats des intérimaires
Anticiper sur le renouvellement des effectifs avec un délai d'un mois de formation avant arrêt des anciens CC BO";Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Indisponibilité des CC (retards, absences, pauses…) ;;;;;;;;"- Organisation des heures de pause par le superviseur- 
Diffusion des statistiques par agent sur le niveau de performance - 
Gestion administrative des RH dans la base RH";Détectif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Absence de bouclage;;;;;;;;Bouclage par le conseiller qui a traité la signalisation si elle a été résolue en ligneBouclage par PMT et BO en cas de traitement niveau 2;Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Absence d'information au client sur l'état d'avancement du traitement de sa signalisation;;;;;;;;Délai de traitement prévisionnel annoncé aux clients;Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Organisation inadaptée;;;;;;;;- Organisation des Unités d'Intervention par e produit et par type de strure au niveau du BO : Internet+TVO/ autres;Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Non respect des procédures;;;;;;;;"- Evaluation des contacts
-  Analyse de l'historique de traitement des dérangements dans le SI dans le cadre de la formation";Détectif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Mauvais traitement des dérangements;;;;;;;;- Ecoute des CC - Plan de formation - Refonte de la base de connaissanceRefonte de la base de scripting en cours;Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Indisponibilité du SI;;;;;;;;Récupération de la signalisation client sur un fichier excel;Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Indisponibilité de RH (grève des sous traitants ou absence de disponibilités au niveau de la Société d'Intérim);;;;;;;;Fixation d'un délai de traitement supplémentaire au client;Détectif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Indisponibilité de RH (grève des sous traitants ou absence de disponibilités au niveau de la Société d'Intérim);;;;;;;;Fixation d'un délai de traitement supplémentaire au client;Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Non suivi des PA;;;;;;;;Suivi des PA sur Atlas et coordination service;Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de mauvaise prise en charge des signalisations clients externes;Délais de relève longs ;;;;;;;;"Suivi de la Vitesse de relève des dérangements : au niveau GP, un objectif de vitesse de relève est fixé pour tous les produits et un suivi hebdomadaire par requête Gaia est effectué - Suivi quotidien des instances dérangement par ancienneté - Priorisation des cas selon la sensibilité du produit ( TVO, PRO, internet, fixe ) et la date de signalisation ( FIFO)

Suivi de la relève des dérangements avec le reporting produit par DSC/DPPS/PPS sur le suivi des temps de cycle";Préventif;Manuelle;2;2;1;;3;1;3;4;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Traiter les signalisations clients;Risque de divulgation d’informations confidentielles;Prise en main des postes de travail (Clients Internes);;;;;;;;"- Clause de non divulgation des infos clients avec le prestataire qui est signée par tous les CCs
- Evaluation des contacts";Préventif;Manuelle;1;3;2;1;4;4;4;3;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Dénumérotation (attribution de numéros avec des impayés);;;;;;;;SR procède à une fiabilisation des numéros résiliés depuis plus de 6 mois sans impayés pour les réinjecter dans la base Attribution aux commerciaux sur demande;Préventif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Recouvrement tardif suite retard de facturation;;;;;;;;Pilotage du respect du chronogramme de facturation  par DIS;Détectif;Manuelle;2;3;2;;3;1;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;Gérer les relations Back Office avec les clients Grand public, Professionnel et Distributeur partenaire et Recouvrer les Produits et Services Grand public, Professionnel et Distributeur partenaire;SNT DSC \ OSB;Recouvrer les créances;Risque de non recouvrement des créances;Non désactivation des litiges suspensifs clôturés ( les réclamations sont saisies en litige le temps de les traiter);procéder à un état des lieux dans gaïa sur les litiges pour les solder;SODA FAYE FALL;Soda.Faye@orange-sonatel.com;13/11/2017;17/11/2017;;Soldé;"L’export avait été fait avec la contribution de DIS/ISREC pour traitement
Il apparaît clairement que les agences ne font plus de litiges suspensifs comme auparavant. 
Le seul profil identifié est la personne préposée aux écritures de dégrèvements au niveau du BO

";Préventif;Manuelle;2;3;2;;3;1;4;6;2
