Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email porteur;Date de début;Date de fin;Avancement;Statut;Contrôle description;Type de controle;Methode de contrôle;Probabilité;Gravité;Financier;Ressources Humaines;Images;Juridique;Commercial;Criticité;Maturité CI
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Absence de suivi de l'exécution des demandes reçues;;;;;;;;"- Utilisation de Easy Vista - Réajustement des délais paramétrés  dans l'application de pilotage des activités : un délai de traitement est déterminé pour chaque ligne de facturation - Mutualisation des ressources

Création des équipes FO et BO dans le centre de support";Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Absence de suivi de l'exécution des demandes reçues;;;;;;;;Suivi KPIs : délai de traitement des demandes, taux de demandes traitées dans les délais contractuels;Détectif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Absence de suivi de l'exécution des demandes reçues;;;;;;;; - Suivi assistance dans Easy vista  - Mail automatique de relance tous les jours des demandes à échoir à J+1 - Existence d'une procédure de prise en compte des offres dans les SI commerciaux;Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Absence de suivi de l'exécution des demandes reçues;;;;;;;;Existe document ds sharepoint qui détaille ce qu'il faut faire pour chaque demande (cinématique de traitement);Préventif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de mauvaise prise en charge des demandes clients internes;Absence de suivi de l'exécution des demandes reçues;;;;;;;;Tableau de pilotage département et tableau de suivi des KPI des agents;Détectif;Manuelle;1;2;1;1;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de non fiabilité de la facturation;Défaut de paramétrage des élements de taxation du trafic;;;;;;;; - Validation du paramétrage par le Chef de Service Support Facturation - Copie d'écran et  simulation d'une transaction envoyées au demandeur pour validation - Réconciliations RA effectuées  : contrôles transverses;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de non fiabilité de la facturation;Défaut de paramétrage des élements de taxation du trafic;;;;;;;; - Elaboration d'un Reporting sur la facturation - Tailles des échantillons de test facturation augmentées (autour de 1000) : méthode d'échantillonnage stratifiée avec comme strates les différents types d'évènements et spécificités susceptibles de générer;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de non fiabilité de la facturation;Défaut de paramétrage des élements de taxation du trafic;;;;;;;; - Contrôles facturation effectués au niveau de DIS - Mise en place de contrôles de l'exhaustivité des éléments d'usage facturables (réconciliation parc technique vs commercial et de facturation, (tvo, lignes avec marquage camel, fixes,…) : cf kit de cont;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Traiter les demandes de prestation SI;Risque de divulgation d’informations confidentielles;Communication non autorisée des détails de communications à un tiers non titulaire de la ligne;;;;;;;; - Diffusion de 2 notes de service DG sur la communication des détails de communications - Demandes des Agences des détails de communications sont systématiquement postées dans Easy vista - Sensibilisation des agents par DIS;Préventif;Manuelle;2;3;2;1;4;4;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de fraude;Abus de droits par les supports qui ont des profils super utilisateurs;;;;;;;;""" - Contrôle à posteriori : En cas de problèmes, les traces des différentes opérations non """"traçables"""" peuvent être fournies par le fournisseur du progiciel - Audit des accès par AI - Vérification des tickets au delà d'un certain montant :  - Pour chaque flux de revenu, contrôle de vraisemblance en cas de variation significative
 - Fiabilisation périodique des accès par SSI
 - Super utilisateurs sont des Chefs de service Ingénierie";Détectif;Manuelle;1;2;2;;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de fraude;Abus de droits par les supports qui ont des profils super utilisateurs;;;;;;;;Prise en compte de la séparation des tâches lors de la création des profils sauf dans les Accueils éloignés où le RA peut vendre et encaisser;Préventif;Manuelle;1;2;2;;2;2;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;; - Pre check par la fraude permet d'identifier les doublons (critères : num pièce, nom… - Toutes les lignes dans Gaia sont dans le CRM;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;;"- Exposition en direct du numéro  CNI à la base du ministère de l'intérieur sur le prépayé
- contrôle a posteriori pour le postapyé
 - En cas de constat de doublon de client dans Gaia, un transfert du compte A du client est effectué dans le compte B du client  le compte A a un statut spécial dans Gaia : """"client ayant eu tous ses dossiers  transférés""
 - Dans simplissimo, en cas de doublon, une cession massive est effectuée du compte A du client vers le  compte B du client";Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;;Création d'une table dans Simplissimo et contrôle par DIS sur le n°CIN par rapprochement avec la base de données du Ministère de l'Intérieur ;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;; - Si un client a plusieurs comptes, il est possible de transférer tous les comptes dans un seul, cette transaction est tracée - Existence critère de recherche sur le type de pièce et le numéro de pièce dans le CRM pour tous les clients personnes physique;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;;Tableau de bord hebdomadaire des anomalies de saisie utilisateurs dans les différents SI diffusé par DISUn scoring des utilisateurs (nombre d'anomalies par agent) est joint au tableau de bord;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;;Sensibilisation des utilisateurs en Agence effectuée par DIS et DPPS;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;;"""Le dispositif de contrôle était déjà présent sur les customer care Gaia, POS. Il est également mis en place dans SIMPLISSIMO dans le cadre du projet IDENTIF2016. - Pre check par la fraude permet d'identifier les doublons (critères : num pièce, nom… -  - Toutes les lignes dans Gaia sont dans le CRM

- Contrôle sur le format du numéro  CNI
 - En cas de constat de doublon de client dans Gaia, un transfert du compte A du client est effectué dans le compte B du client ; le compte A a un statut spécial dans Gaia : ""client ayant eu tous ses dossiers transférés""
 - Dans simplissimo, en cas de doublon, une cession massive est effectuée du compte A du client vers le  compte B du client

Création d'une table dans Simplissimo et contrôle par DIS sur le n°CIN par rapprochement avec la base de données du Ministère de l'Intérieur 
 
 - Si un client a plusieurs comptes, il est possible de transférer tous les comptes dans un seul, cette transaction est tracée
 - Existence critère de recherche sur le type de pièce et le numéro de pièce dans le CRM pour tous les clients personnes physiques

Tableau de bord hebdomadaire des anomalies de saisie utilisateurs dans les différents SI diffusé par DIS
Un scoring des utilisateurs (nombre d'anomalies par agent) est joint au tableau de bord";Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Existence de doublons dans la base clientèle ;;;;;;;;Sensibilisation des utilisateurs en Agence effectuée par DIS et DPPSRéalisé depuis le 21/04 pour Simplissimo et en cours pour l'ussd, embarqué pour NomadRéalisé dans le cadre du projet IDENTIF2016;Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Non exhaustivité des CDR facturés;;;;;;;;- Contrôles RA sur les différents systémes de la chaine de facturation (centraux/Switch - médiation - systéme de facturation) - Contrôles préfacturation effectués au niveau de DIS : contrôle de cohérence des volumes de trafics facturés - Tableau de bord sur les anomalies de communication, les CDRs non recyclés figurent dans le tableau;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Non création d'un BPQ dans le SI;;;;;;;; - La non création d'un BPQ dans le SI sort dans les anomalies. Dans ce cas, DIS appelle la Commutation pour obtenir la demande de création du Marketing (Ordre de travail) et régulariser - Suivi des anomalies de communication;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Bad records (incomplétude des éléments de valorisation du trafic);;;;;;;;Tableau de bord hebdomadaire de suivi des anomalies de communication. Pour chaque anomalie, un responsable de la correction est désigné et corrige  avant le lancement des processus de facturation;Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Incohérence des données des dossiers dans Gaia et POS;;;;;;;;""" - Avant la facturation, DIS/ISFAC lance la batterie de contrôles renseignés dans le mode opératoire 'contrôle et correction du cycle de facturation""
 - Avant la facturation, DIS/ISFAC lance la requête de contrôle des dossiers en incohérence dans Gaia (Ex : chevauchement de date début et de fin sur un ND) pour s'assurer de la cohérence des données entre les différentes tables de Gaia (dossier : ND, opérations relatives au ND..., client : identité). Il analyse et corrige les incohérences relevées. La facturation ne peut être effectuée tant que les incohérences susbsistent, le message d'erreur suivant s'affiche : ""incohérence sur dossier N°--""
 - Pour POS, contrôles et corrections directement effectués par DSI/EAI";Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Non fiabilité ou non exhaustivité des informations clients;;;;;;;;"- Mise en place d'une procédure de contrôle d'identification des données clients - Modèles de contrats et formulaires annexés dans les procédures de nouvel abonnement ADSL (PCM 051) et de nouvel abonnement TVO (PCM 101) -
- Mise en place d'un Modop d'identification client dans Simplissimo diffusé au niveau de tout le réseau de distribution (y compris boutiques Orange)
 - Rapprochement par DIS du N° CIN avec la  base  de données du Ministère de l'Intérieur,  vérification sur les noms et prénom et régularisation (mise à jour de Simplissimo)
 - Contrôle sur le format du numéro  CNI";Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de non fiabilité de la facturation;Non fiabilité ou non exhaustivité des informations clients;;;;;;;;"Mise en place d'un comité ""données client"" animé par DIS/ISDC avec comme objectif de piloter au quotidien l'acquisition, la mise à jour (nettoyage de l'existant) et la création de filtres sur les données client

 - Mise en place d'un Modop d'identification client dans Simplissimo diffusé au niveau de tout le réseau de distribution (y compris boutiques Orange)
 - Rapprochement par DIS du N° CIN avec la  base  de données du Ministère de l'Intérieur,  vérification sur les noms et prénom et régularisation (mise à jour de Simplissimo)
 - Contrôle sur le format du numéro  CNI";Préventif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Contrôler et corriger les cycles de facturation;Risque de divulgation d’informations confidentielles;Communication non autorisée des détails de communications à un tiers non titulaire de la ligne;;;;;;;;"- Diffusion de 2 notes de service DG sur la communication des détails de communications 
Demandes des Agences des détails de communications sont systématiquement postées dans Easy vista 
Traitement des demandes de détails de communication par DIS/CDS et DIS/ISFAC sous conditions
Sensibilisation des agents par DIS";Préventif;Manuelle;2;3;2;1;4;4;4;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Animer les processus opérationnels;Risque de manque de fiabilité des informations sur les clients;Non fiabilité des données clients;;;;;;;;"- Mise en place d'une procédure de contrôle d'identification des données clients - Modèles de contrats et formulaires annexés dans les procédures de nouvel abonnement ADSL (PCM 051) et de nouvel abonnement TVO (PCM 101) - Mise en place d'un Modop d'identification client dans Simplissimo diffusé au niveau de tout le réseau de distribution (y compris boutiques Orange)
- Possibilité pour le client à travers le #336# de supprimer tous les numéros à son nom qu'il conteste";Préventif;Manuelle;2;3;3;;2;2;3;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Animer les processus opérationnels;Risque de manque de fiabilité des informations sur les clients;Non fiabilité des données clients;;;;;;;;Tableaux de bord hebdomadaires des anomalies pour le postpaid et le prepaid diffusés en début de semaine;Détectif;Manuelle;2;3;3;;2;2;3;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Animer les processus opérationnels;Risque de manque de fiabilité des informations sur les clients;Non fiabilité des données clients;;;;;;;;Mise en place d'un groupe de projet sur la traçabilité des contacts clients. Tous les agents ont été formés.Toute intéraction avec le client est saisie dans le CRMProjet Identif  Bouclé le 28/11/2016. Les lignes non identifiées ont toutes été résiliées su;Préventif;Manuelle;2;3;3;;2;2;3;6;2
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Animer les processus opérationnels;Risque de manque de fiabilité des informations sur les clients;Existence de doublons dans la base clientèle ;;;;;;;;"- Pre check par la Fraude permet d'identifier les doublons (critères : num pièce, nom…)
 - Seuls CNI et Passeport acceptés pour les nationaux et en cas de présentation du passeport, c'est le numéro de la CNI qui figure sur le passeport qui est enregistré
 - Verrouillage automatique dans Simplissimo : impossibilité d'avoir plus de 3 abonnements par personne physique et impossibilité de faire n'importe quel type d'opération commerciale sur un compte qui comporte plus de 3 abonnements actifs 
pièces d'identité acceptés: CNI,Passeport, carte de réfugiés, cartes CEDEAO et OMVS
Contrôle bloquant: obligation pour les commerciaux de saisir l'ensemble des informations sur la pièce d'identité du client avant de faire toutes opérations";Détectif;Manuelle;1;3;3;;2;2;3;3;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Animer les processus opérationnels;Risque de manque de fiabilité des informations sur les clients;Existence de doublons dans la base clientèle ;;;;;;;;""" - En cas de constat de doublon de client dans Gaia, un transfert du compte A du client est effectué dans le compte B du client  le compte A a un statut spécial dans Gaia : """"client ayant eu tous ses dossiers transférés"""" -  Dans simplissimo, en cas de doublon, une cession massive est effectuée du compte A du client vers le  compte B du client";Préventif;Manuelle;1;3;3;;2;2;3;3;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Animer les processus opérationnels;Risque de manque de fiabilité des informations sur les clients;Cautions non migrées ou mal migrées dans Gaia;;;;;;;; - Reconstitution des cautions après migration dans Gaia en collaboration avec DFC- Existence d'une procédure de remboursement de caution non migrée ou mal migrée dans Gaia  (PCM377) ;Préventif;Manuelle;1;3;3;;2;2;3;3;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Animer les processus opérationnels;Risque de non fiabilité de la facturation;Erreur de saisie des commandes en Agence;;;;;;;;"- Anomalies (com pr ligne absente au fichier commercial) : Envoi aux Agences concernées pour mise à jour - Réconciliations mensuelles sur les différents parc : mensuelles pour le fixe : Gaia/Plateforme 

Sur nessico, anomalies à intégrer dans le tabeau de bord des anomalies du SI";Détectif;Manuelle;1;2;2;;2;;2;2;3
Facturer, recouvrer et gérer la relation avec les clients Grand public,Professionnel et Distributeur partenaire;Assurer le support fonctionnel et Opérationnel duSI;Assurer le support fonctionnel et Opérationnel duSI;SNT DSC \ DIS;Animer les processus opérationnels;Risque de non fiabilité de la facturation;Erreur de saisie des commandes en Agence;;;;;;;;"""Rubriques  """"prévention réclamation"""" et """"perte de revenu"""" dans le tableau de bord hebdomadaire des anomaliesPiste d'amélioration : Projet de chiffrage des pertes de revenu dans le tableau de bord des anomalies""";Détectif;Manuelle;1;2;2;;2;;2;2;3
